emp_no,title,first_name,last_name,birth_date,from_date,to_date
433059,Staff,Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01
433157,Staff,Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01
433260,Engineer,Make,Olivero,1965-02-01,1991-06-01,9999-01-01
433438,Senior Staff,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01
434845,Senior Staff,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01
434936,Senior Engineer,Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01
435042,Staff,Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01
435060,Staff,Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01
435181,Senior Staff,Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01
435289,Senior Staff,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01
435305,Senior Staff,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01
435370,Senior Staff,Conal,Basart,1965-01-16,1991-05-17,9999-01-01
435588,Senior Staff,Genta,Pepe,1965-01-29,1994-04-12,9999-01-01
435602,Senior Staff,Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01
435774,Senior Staff,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01
435791,Senior Engineer,Hercules,Speer,1965-01-07,1994-03-07,9999-01-01
436558,Senior Engineer,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01
436797,Senior Staff,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01
436827,Senior Staff,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01
436915,Staff,Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01
437276,Senior Staff,Dines,DeMori,1965-01-17,1987-12-07,9999-01-01
437369,Senior Staff,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01
437395,Senior Staff,Sumant,Thambidurai,1965-01-21,1994-01-02,1996-08-24
437395,Senior Staff,Sumant,Thambidurai,1965-01-21,1996-08-24,9999-01-01
437724,Staff,Erez,Luft,1965-01-17,1994-12-14,9999-01-01
437870,Staff,Kerhong,Lorho,1965-01-07,1995-06-18,2001-03-17
437870,Staff,Kerhong,Lorho,1965-01-07,2001-03-17,9999-01-01
438038,Senior Staff,Lena,Giaccio,1965-01-01,1999-03-17,2001-10-03
438038,Senior Staff,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01
438264,Senior Staff,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01
438557,Engineer,Lidong,Swist,1965-01-30,1999-09-16,9999-01-01
439377,Senior Engineer,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01
439905,Senior Staff,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01
439924,Senior Staff,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01
440325,Senior Staff,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01
440435,Senior Engineer,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01
440450,Senior Staff,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01
440642,Senior Staff,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01
440870,Senior Staff,Filipp,Hasham,1965-01-01,1990-07-11,1996-10-14
440870,Senior Staff,Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01
440937,Senior Staff,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01
441197,Senior Staff,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01
441536,Senior Engineer,Chinho,Collette,1965-01-10,1990-08-07,1995-10-09
441536,Senior Engineer,Chinho,Collette,1965-01-10,1995-10-09,9999-01-01
441954,Engineer,Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01
441965,Senior Staff,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01
442002,Senior Staff,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01
442096,Senior Engineer,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01
442312,Senior Engineer,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01
442490,Engineer,Navid,Luke,1965-01-08,1994-10-17,9999-01-01
442653,Engineer,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01
442700,Staff,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01
442898,Engineer,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01
443108,Senior Staff,Christfried,Atrawala,1965-01-14,1990-07-13,1998-11-29
443108,Senior Staff,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01
443485,Senior Staff,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01
443841,Senior Staff,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01
443873,Senior Staff,Vatsa,Ramsay,1965-01-20,1994-02-04,2000-06-16
443873,Senior Staff,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01
444070,Senior Staff,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01
444099,Senior Staff,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01
444208,Senior Staff,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01
444465,Senior Engineer,Prasadram,Bultermann,1965-01-13,1997-08-29,1998-10-25
444465,Senior Engineer,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01
444487,Senior Engineer,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01
444643,Staff,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01
445067,Senior Engineer,Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01
445152,Senior Staff,Heping,Peac,1965-01-09,1985-03-20,9999-01-01
445226,Senior Engineer,Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01
445570,Technique Leader,Van,Nations,1965-01-25,1986-08-11,9999-01-01
445723,Senior Staff,Gaurav,Roison,1965-01-31,1986-10-22,1991-07-12
445723,Senior Staff,Gaurav,Roison,1965-01-31,1991-07-12,9999-01-01
445941,Technique Leader,Masako,Dechter,1965-01-11,1985-09-25,9999-01-01
445950,Senior Engineer,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01
446121,Staff,Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01
446306,Senior Engineer,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01
446424,Senior Engineer,DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01
446897,Technique Leader,Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01
446959,Senior Engineer,Aram,Passino,1965-01-29,1995-01-28,9999-01-01
447018,Senior Engineer,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01
447135,Senior Staff,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01
447232,Senior Staff,Aleksander,Schaaf,1965-01-22,1995-05-26,2000-01-10
447232,Senior Staff,Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01
447376,Staff,Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01
447544,Senior Staff,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01
447613,Senior Engineer,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01
447877,Senior Engineer,Make,Heuser,1965-01-13,1988-07-02,9999-01-01
447931,Senior Staff,Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01
447966,Senior Engineer,Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01
447982,Senior Engineer,Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01
447999,Senior Engineer,Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01
448769,Technique Leader,Mong,Dichev,1965-01-18,1997-10-11,9999-01-01
448900,Staff,Mart,Talmor,1965-01-16,1999-05-11,9999-01-01
448918,Senior Engineer,Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01
448994,Staff,Haldun,Syang,1965-01-12,1997-02-11,9999-01-01
449189,Senior Staff,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01
449815,Senior Staff,Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01
449984,Senior Engineer,Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01
450184,Senior Engineer,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01
450255,Technique Leader,Udo,Waymire,1965-01-31,1986-06-14,9999-01-01
450309,Technique Leader,Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01
450475,Senior Staff,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01
450817,Senior Engineer,DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01
450888,Senior Staff,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01
450934,Senior Engineer,Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01
450936,Senior Staff,Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01
451253,Senior Staff,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01
451272,Senior Engineer,Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01
451275,Senior Staff,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01
451333,Senior Staff,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01
452137,Senior Engineer,Subir,Miake,1965-01-15,1993-07-11,1999-01-09
452137,Senior Engineer,Subir,Miake,1965-01-15,1999-01-09,9999-01-01
452206,Staff,Arra,Esposito,1965-01-22,1994-11-03,9999-01-01
452325,Senior Engineer,Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01
452347,Senior Staff,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01
452365,Engineer,Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01
452956,Senior Engineer,Gou,Thombley,1965-01-17,1987-04-09,1990-11-07
452956,Senior Engineer,Gou,Thombley,1965-01-17,1990-11-07,9999-01-01
452957,Staff,Alair,Nanard,1965-01-03,1996-02-10,9999-01-01
452982,Senior Staff,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01
453070,Senior Staff,Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01
453154,Staff,Gao,Lally,1965-01-03,1996-03-01,9999-01-01
453644,Senior Staff,Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01
453688,Engineer,Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01
453723,Senior Engineer,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01
453760,Senior Staff,Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01
453790,Senior Engineer,Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01
453913,Senior Staff,Stein,Perng,1965-01-23,1993-04-29,9999-01-01
454338,Engineer,Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01
454378,Technique Leader,Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01
454736,Engineer,Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01
454791,Senior Engineer,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01
454825,Senior Engineer,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01
454994,Senior Engineer,Mohan,Picht,1965-01-01,1991-02-24,9999-01-01
455175,Senior Staff,Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01
455284,Senior Engineer,Luisa,Baig,1965-01-09,1996-07-12,9999-01-01
455726,Senior Staff,Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01
455814,Senior Engineer,Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01
455914,Senior Engineer,Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01
456767,Senior Staff,Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01
456982,Senior Engineer,Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01
457070,Senior Staff,Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01
457146,Staff,Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01
457305,Staff,Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01
457337,Technique Leader,Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01
457411,Senior Engineer,Xudong,Peck,1965-01-13,1988-04-18,9999-01-01
457489,Senior Engineer,Berna,Ranst,1965-01-24,1985-05-14,9999-01-01
457611,Engineer,Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01
457776,Senior Engineer,Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01
457813,Senior Engineer,Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01
457832,Senior Engineer,Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01
457938,Senior Staff,Arch,Picco,1965-01-14,1993-06-07,1997-10-22
457938,Senior Staff,Arch,Picco,1965-01-14,1997-10-22,9999-01-01
458111,Engineer,Florian,Tramer,1965-01-23,1999-11-07,9999-01-01
458134,Senior Staff,Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01
458191,Staff,George,Atchley,1965-01-28,1997-07-02,9999-01-01
458383,Engineer,Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01
458726,Senior Staff,Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01
458790,Senior Engineer,Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01
459172,Engineer,Val,Rissanen,1965-01-19,1993-11-20,9999-01-01
459356,Engineer,Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01
459429,Senior Staff,Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01
459685,Engineer,Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01
460131,Staff,Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01
460691,Senior Staff,Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01
460707,Senior Engineer,Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01
460920,Senior Staff,Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01
461120,Senior Engineer,Shietung,Gelosh,1965-01-18,1996-03-26,2001-04-01
461120,Senior Engineer,Shietung,Gelosh,1965-01-18,2001-04-01,9999-01-01
461270,Staff,Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01
461801,Senior Staff,Sumali,Cooman,1965-01-03,1992-02-16,1993-04-18
461801,Senior Staff,Sumali,Cooman,1965-01-03,1993-04-18,9999-01-01
462493,Senior Engineer,Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01
462795,Senior Staff,Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01
463023,Staff,Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01
463099,Senior Staff,Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01
463212,Senior Engineer,Ramya,Rossi,1965-01-09,1987-03-02,2001-09-02
463212,Senior Engineer,Ramya,Rossi,1965-01-09,2001-09-02,9999-01-01
463472,Technique Leader,Jaber,Sethi,1965-01-11,1995-06-06,2000-06-11
463472,Technique Leader,Jaber,Sethi,1965-01-11,2000-06-11,9999-01-01
463495,Senior Staff,Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01
464284,Senior Staff,Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01
464303,Senior Staff,Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01
465062,Senior Engineer,Stafford,Gist,1965-01-29,1988-05-07,9999-01-01
465076,Senior Engineer,Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01
465085,Senior Staff,Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01
465409,Senior Staff,Shahid,Varman,1965-01-30,1985-08-27,9999-01-01
465501,Senior Staff,Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01
465711,Senior Engineer,Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01
465853,Staff,Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01
465874,Engineer,Herb,Picht,1965-01-12,1985-05-31,9999-01-01
466064,Senior Staff,Temple,Danlos,1965-01-31,1994-06-13,9999-01-01
466367,Senior Staff,Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01
466509,Senior Engineer,Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01
466603,Senior Staff,Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01
466745,Senior Staff,Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01
467176,Senior Staff,Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01
467269,Technique Leader,Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01
467392,Senior Engineer,Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01
467441,Senior Engineer,Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01
467591,Staff,Kiyotoshi,Hennebert,1965-01-17,1997-09-21,2001-03-06
467591,Staff,Kiyotoshi,Hennebert,1965-01-17,2001-03-06,9999-01-01
467886,Senior Staff,Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01
467918,Staff,Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01
468360,Technique Leader,Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01
468417,Senior Engineer,Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01
468659,Senior Engineer,Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01
468773,Senior Engineer,Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01
469104,Senior Engineer,Nadjib,Comellas,1965-01-21,1996-04-18,1999-01-22
469104,Senior Engineer,Nadjib,Comellas,1965-01-21,1999-01-22,9999-01-01
469253,Senior Engineer,Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01
469269,Senior Engineer,Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01
469366,Senior Engineer,Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01
469399,Engineer,Hongzhu,Ruemmler,1965-01-25,1999-02-14,2000-06-06
469399,Engineer,Hongzhu,Ruemmler,1965-01-25,2000-06-06,9999-01-01
469527,Staff,Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01
469529,Senior Engineer,Neven,Rikino,1965-01-07,1988-10-21,9999-01-01
469735,Senior Engineer,Arif,Stranks,1965-01-30,1992-11-16,9999-01-01
469867,Senior Staff,Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01
470456,Senior Staff,Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01
470472,Senior Engineer,Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01
471397,Engineer,Nigel,Zirintsis,1965-02-01,1999-01-03,1999-07-23
471397,Engineer,Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01
471532,Technique Leader,Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01
471552,Staff,Basem,Lortz,1965-01-22,1997-10-25,9999-01-01
471911,Engineer,Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01
471939,Staff,Kazuhiko,Marshall,1965-01-27,1999-11-16,2001-06-04
471939,Staff,Kazuhiko,Marshall,1965-01-27,2001-06-04,9999-01-01
472052,Assistant Engineer,Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01
472143,Senior Staff,Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01
472238,Senior Engineer,Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01
472790,Senior Engineer,Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01
472950,Senior Engineer,Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01
473268,Senior Staff,Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01
473299,Senior Staff,Khaled,Penn,1965-01-12,1992-05-19,9999-01-01
473490,Senior Staff,Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01
473940,Engineer,Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01
474331,Senior Staff,Sugwoo,Eugenio,1965-01-29,1991-10-06,1994-03-02
474331,Senior Staff,Sugwoo,Eugenio,1965-01-29,1994-03-02,9999-01-01
474763,Engineer,Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01
474796,Technique Leader,Zongyan,Shackel,1965-01-10,1986-11-09,1987-08-17
474796,Technique Leader,Zongyan,Shackel,1965-01-10,1987-08-17,9999-01-01
475087,Senior Engineer,Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01
475258,Senior Staff,Fumiyo,Feinberg,1965-01-10,1987-11-22,2000-02-12
475258,Senior Staff,Fumiyo,Feinberg,1965-01-10,2000-02-12,9999-01-01
475538,Staff,Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01
475938,Senior Engineer,Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01
475965,Senior Engineer,Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01
476055,Senior Staff,Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01
476122,Engineer,Khun,Spieker,1965-01-04,1995-05-07,9999-01-01
476327,Senior Engineer,Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01
476361,Technique Leader,Doohun,Preusig,1965-01-09,1985-04-13,1993-04-28
476361,Technique Leader,Doohun,Preusig,1965-01-09,1993-04-28,9999-01-01
477350,Staff,Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01
477578,Senior Engineer,Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01
477969,Senior Engineer,Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01
478007,Senior Engineer,Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01
478170,Engineer,Doowon,Schoegge,1965-01-22,1994-05-29,1995-04-13
478170,Engineer,Doowon,Schoegge,1965-01-22,1995-04-13,9999-01-01
478218,Engineer,Djenana,Erol,1965-01-02,1999-01-31,1999-12-03
478218,Engineer,Djenana,Erol,1965-01-02,1999-12-03,9999-01-01
478439,Technique Leader,Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01
478768,Senior Engineer,Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01
478799,Senior Staff,Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01
478833,Senior Engineer,Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01
478858,Staff,Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01
479024,Engineer,Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01
479407,Senior Engineer,Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01
479601,Staff,Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01
479695,Senior Staff,Masamitsu,Murrill,1965-01-06,1996-06-27,1999-06-23
479695,Senior Staff,Masamitsu,Murrill,1965-01-06,1999-06-23,9999-01-01
480035,Senior Staff,Sukumar,Georg,1965-01-26,1990-03-27,1990-08-26
480035,Senior Staff,Sukumar,Georg,1965-01-26,1990-08-26,9999-01-01
480066,Senior Engineer,Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01
480178,Senior Staff,Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01
480268,Technique Leader,Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01
480407,Senior Engineer,Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01
481050,Senior Staff,Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01
481213,Senior Staff,Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01
481397,Assistant Engineer,Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01
481764,Senior Engineer,Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01
481790,Senior Engineer,Haldun,Erie,1965-01-22,1996-09-12,1999-01-01
481790,Senior Engineer,Haldun,Erie,1965-01-22,1999-01-01,9999-01-01
482335,Engineer,Kwangyoen,Peck,1965-01-26,1994-01-16,9999-01-01
482354,Staff,Jayson,Zockler,1965-01-23,1999-11-06,9999-01-01
482755,Senior Staff,Jouni,Conia,1965-01-03,1994-10-31,9999-01-01
482885,Senior Engineer,Shaunak,Brizzi,1965-01-29,1988-09-02,9999-01-01
482905,Senior Staff,Aral,Hebden,1965-01-16,1991-09-10,9999-01-01
482944,Senior Staff,Duke,Journel,1965-01-26,1991-10-26,9999-01-01
483401,Senior Staff,Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01
483675,Senior Engineer,Hausi,Kamber,1965-01-22,1988-02-16,9999-01-01
483825,Senior Engineer,Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01
483838,Assistant Engineer,Sham,Kavanagh,1965-01-03,1997-12-18,9999-01-01
483978,Senior Staff,Dung,Tanemo,1965-01-24,1990-01-28,9999-01-01
484126,Senior Staff,Manton,Lueh,1965-01-05,1989-04-07,9999-01-01
484142,Senior Staff,Perry,Cooman,1965-01-05,1987-04-23,9999-01-01
484498,Senior Engineer,Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01
484756,Senior Engineer,Phule,Ruemmler,1965-01-16,1990-08-09,9999-01-01
485253,Senior Staff,Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01
485489,Senior Engineer,Keiichiro,Armand,1965-01-01,1986-12-14,9999-01-01
485577,Senior Engineer,Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01
485579,Senior Engineer,Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01
485799,Senior Staff,Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01
485817,Engineer,Mahmut,Bolotov,1965-01-29,1995-01-10,1997-02-21
485817,Engineer,Mahmut,Bolotov,1965-01-29,1997-02-21,9999-01-01
486068,Senior Staff,Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01
486808,Senior Engineer,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01
486918,Senior Staff,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01
486956,Engineer,Matt,Ruemmler,1965-01-01,1993-10-14,9999-01-01
486958,Senior Engineer,Tonny,Kropf,1965-01-06,1986-07-30,9999-01-01
487008,Senior Staff,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01
487505,Senior Staff,Uno,Jayawardene,1965-01-20,1987-11-02,9999-01-01
487988,Senior Staff,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01
488095,Senior Staff,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01
488142,Senior Staff,Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01
488482,Engineer,Kensyu,Tsunoo,1965-01-30,1999-12-05,9999-01-01
488540,Senior Staff,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01
488619,Engineer,Georgy,Bennis,1965-01-25,1998-04-11,9999-01-01
488693,Senior Engineer,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01
488707,Senior Staff,Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01
488752,Senior Staff,Nimmagadda,Baja,1965-01-23,1994-02-09,9999-01-01
488788,Senior Staff,Wuxu,Garigliano,1965-01-12,1990-09-21,9999-01-01
488984,Senior Staff,Kendra,Junet,1965-01-18,1986-02-28,1992-11-12
488984,Senior Staff,Kendra,Junet,1965-01-18,1992-11-12,9999-01-01
489755,Senior Staff,Matk,Chorvat,1965-01-14,1994-12-30,1999-12-04
489755,Senior Staff,Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01
489756,Senior Staff,Kersti,Miculan,1965-01-01,1992-06-09,9999-01-01
489928,Assistant Engineer,Satoru,Janetzko,1965-01-28,1997-07-26,9999-01-01
490551,Engineer,Lalit,Lindqvist,1965-01-01,1998-11-07,9999-01-01
490557,Senior Engineer,Luise,Vigier,1965-01-27,1994-07-01,9999-01-01
490568,Senior Engineer,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01
490720,Senior Engineer,Younwoo,Samarati,1965-01-19,1996-08-19,2002-05-18
490720,Senior Engineer,Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01
491079,Senior Engineer,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01
491162,Senior Engineer,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01
